sevencs_fav,sevencs_nce_median,dups,max_seven_cs,individ_tripod_rating,individ_sgp_rating,individ_sgp_percentile,individ_msgp
0.868617773,88,0,,4,3,58,53.96
0.866355836,84,0,,4,3,50,50.5
0.865433693,84,0,,4,3,78,62
0.865238607,78,0,,4,2,15,35
0.86491549,77,0,,4,4,99,85
0.86482513,88,0,,4,4,93,73
0.864496708,77,0,,4,4,87,67.5125
0.864266276,86,0,,4,3,52,51.205
0.864162385,85,0,,4,3,74,60.25
0.864069521,87,0,,4,4,89,69.5
0.863811255,75,0,,4,3,70,58.875
0.861250401,77,0,,4,3,49,49.95
0.861117423,79,0,,4,3,52,51.19
0.860962749,82,0,,4,3,74,60.29
0.859183669,82,0,,4,4,98,83
0.858457029,83,0,,4,1,2,20
0.857742786,73,0,,4,4,93,73
0.857285798,78,0,,4,3,24,40.16
0.857240975,76,0,,4,4,88,68.75
0.856632292,79,0,,4,3,76,61
0.856150806,81,0,,4,3,45,48.45
0.856065691,82,0,,4,3,69,58
0.855732501,71,0,,4,3,71,59
0.855302095,71,0,,4,3,72,59.57
0.855247438,76,0,,4,3,59,54
0.854936361,80,0,,4,3,52,51
0.854910731,85,0,,4,3,47,49
0.854401171,72,0,,4,4,87,67
0.854308307,71,0,,4,4,94,75
0.854274273,77,0,,4,4,98,81.54
0.853177845,76,0,,4,2,7,28
0.852885962,71,0,,4,3,29,42
0.852867663,76,0,,4,3,57,53.125
0.852731764,70,0,,4,3,71,59
0.851282656,83,0,,4,3,24,40
0.851166606,84,0,,4,3,16,36
0.851159453,79,0,,4,3,41,46.93
0.851156652,70,0,,4,3,35,44.75
0.850560427,80,0,,4,3,41,47
0.849851191,77,0,,4,3,40,46.5
0.848614693,68,0,,3,3,62,55
0.848607838,66,0,,3,3,17,36.75
0.848359227,80,0,,4,3,59,54
0.848318815,74,0,,4,2,15,35.5
0.847897291,82,0,,4,3,40,46.5
0.847723067,83,0,,4,4,89,69
0.847704649,74,0,,4,3,29,42
0.846855819,86,0,,4,3,44,48.255
0.846754789,85,0,,4,3,67,57
0.846496344,70,0,,4,4,85,66.45
0.846340358,82,0,,4,3,43,47.62
0.846175253,67,0,,3,3,42,47.25
0.846153855,68,0,,3,4,85,66.5
0.845880747,82,0,,4,2,13,34.21666667
0.845396519,77,0,,4,4,86,66.825
0.844722509,83,0,,4,3,57,53
0.844430268,69,0,,4,4,95,77
0.844202161,76,0,,4,4,93,73.625
0.8435058,70,0,,4,4,92,72
0.843436658,81,0,,4,3,24,40.005
0.843158901,82,0,,4,3,30,42.66
0.842872083,83,0,,4,4,99,84
0.842857122,83,0,,4,3,16,36
0.841931224,80,0,,4,3,57,53
0.841696084,67,0,,3,3,73,60
0.841386199,82,0,,4,3,52,51
0.841122687,73,0,,4,3,25,40.5
0.840547919,72,0,,4,4,81,63.625
0.84052515,78,0,,4,3,74,60.25
0.840476155,71,0,,4,3,47,49
0.839434028,78,0,,4,4,98,81.5
0.839285731,72,0,,4,3,68,57.5
0.838762283,73,0,,4,3,67,57.335
0.838534296,70,0,,4,4,97,80.25
0.838491023,85,0,,4,2,7,28
0.838383138,73,0,,4,3,22,39.595
0.837809741,84,0,,4,3,57,53
0.8375718,83,0,,4,3,47,49.085
0.83733362,75,0,,4,3,18,37
0.836981595,77,0,,4,3,35,44.5
0.836760879,73,0,,4,3,50,50.375
0.836279392,74,0,,4,3,34,44
0.835981429,86,0,,4,3,68,57.64
0.83571583,75,0,,4,3,63,55.5
0.835072637,69,0,,4,3,62,55
0.83484292,65,0,,3,4,87,67.24561404
0.834821403,68,0,,3,2,7,28.75
0.834290683,78,0,,4,3,31,43
0.834132791,73,0,,4,3,18,37
0.834029913,73,0,,4,1,1,16
0.83365494,71,0,,4,4,96,77.785
0.833574951,78,0,,4,4,94,75.19402985
0.833381772,70,0,,4,4,87,67.94
0.833195925,78,0,,4,3,31,43.165
0.832941473,69,0,,4,2,9,30
0.832860053,59,0,,3,3,80,63
0.832842588,81,0,,4,2,12,33.90909091
0.832695901,66,0,,3,4,97,81
0.83247447,65,0,,3,3,65,56.52
0.832316279,73,0,,4,4,82,64.5
0.83218348,75,0,,4,3,26,41
0.830999255,72,0,,4,3,76,61.5
0.830962837,69,0,,4,3,42,47.12
0.830872357,83,0,,4,3,67,57
0.830382526,71,0,,4,3,19,37.95
0.830199778,74,0,,4,2,12,33
0.830111921,81,0,,4,3,62,55.24
0.82987076,70,0,,4,3,59,54
0.829245865,86,0,,4,3,59,54
0.829232633,77,0,,4,3,70,58.76
0.829212725,71,0,,4,3,80,63
0.829137862,72,0,,4,4,98,81.215
0.828811884,65,0,,3,3,29,42
0.828680933,82,0,,4,3,44,48
0.8281973,76,0,,4,2,15,35.475
0.828075826,73,0,,4,4,94,74.95
0.827985108,73,0,,4,4,92,72.65
0.827922106,76,0,,4,4,97,79.5
0.827887893,78,0,,4,3,61,54.55
0.827812195,81,0,,4,3,35,44.29824561
0.827240586,75,0,,4,3,41,46.84666667
0.827174544,76,0,,4,3,24,40.16
0.827069759,70,0,,4,3,76,61.5
0.825517833,76,0,,4,4,81,63.5
0.824920297,79,0,,4,3,31,43
0.824160099,75,0,,4,3,78,62.44
0.823613763,80,0,,4,4,95,76
0.823577404,77,0,,4,1,4,25
0.823530674,68,0,,3,3,38,45.59
0.823403239,83,0,,4,4,90,70.485
0.823288918,80,0,,4,3,50,50.115
0.822588801,72,0,,4,3,62,55
0.822540224,75,0,,4,3,47,49
0.821605742,74,0,,4,3,65,56.2
0.821428597,63,0,,3,4,83,65
0.821274579,62,0,,3,4,81,63.86
0.820860624,72,0,,4,3,32,43.58
0.820780098,74,0,,4,3,65,56.45
0.820686162,70,0,,4,3,34,44
0.820686162,66,0,,3,3,39,46
0.820382476,79,0,,4,4,90,70
0.820374608,78,0,,4,3,80,63
0.819927394,74,0,,4,2,15,35.5
0.819504142,77,0,,4,3,22,39
0.819299698,66,0,,3,3,61,54.5
0.819124281,77,0,,4,4,89,69.085
0.819055021,72,0,,4,4,89,69.93
0.818857253,74,0,,4,3,16,36
0.81870687,86,0,,4,3,77,61.75
0.818695128,70,0,,4,3,20,38
0.818633318,69,0,,4,3,55,52
0.81833142,82,0,,4,3,37,45
0.818272293,76,0,,4,3,67,57
0.818027973,81,0,,4,3,23,39.8
0.817962408,73,0,,4,3,71,59
0.817817628,84,0,,4,4,85,66.5
0.817602038,77,0,,4,3,68,57.5
0.8171646,73,0,,4,3,34,44
0.817152739,75,0,,4,1,1,13.66
0.817149699,77,0,,4,3,33,43.975
0.817051232,77,0,,4,4,97,79.25
0.816536188,72,0,,4,3,20,38
0.816011429,76,0,,4,3,50,50.31
0.815759242,71,0,,4,3,52,51.07
0.815642238,75,0,,4,4,95,77.32
0.815505207,70,0,,4,3,70,58.85
0.815337658,65,0,,3,4,93,74
0.815121293,76,0,,4,3,76,61
0.814823687,75,0,,4,3,20,38
0.814480901,79,0,,4,4,85,66.25757576
0.814190984,56,0,,3,2,11,32
0.813945591,71,0,,4,3,35,44.53
0.813768029,77,0,,4,4,99,86.045
0.813711524,59,0,,3,3,68,57.8
0.813571095,67,0,,3,3,34,44
0.813546479,64,0,,3,3,20,38.605
0.813513935,68,0,,3,4,91,71
0.813304484,76,0,,4,3,39,46
0.813032568,74,0,,4,3,80,63
0.812964439,62,0,,3,4,82,64.75
0.81277442,70,0,,4,4,91,71
0.812773883,73,0,,4,3,75,60.945
0.812556386,62,0,,3,3,78,62
0.81237191,75,0,,4,3,70,58.51
0.812370956,68,0,,3,3,44,48
0.812059343,69,0,,4,3,62,55
0.811913908,79,0,,4,3,78,62
0.811640441,66,0,,3,2,15,35
0.81124109,67,0,,3,1,5,26
0.811209857,78,0,,4,3,67,57.375
0.811167955,73,0,,4,3,57,53
0.811147213,74,0,,4,3,37,45.08
0.81106478,76,0,,4,2,15,35
0.810647011,78,0,,4,3,33,43.875
0.809863865,74,0,,4,1,5,27
0.809825718,65,0,,3,4,87,67.5
0.809760392,66,0,,3,3,75,60.875
0.809221268,81,0,,4,3,56,52.91
0.809139013,71,0,,4,3,78,62
0.808975637,74,0,,4,2,15,35.265
0.808914602,71,0,,4,4,97,81
0.808897257,77,0,,4,2,13,34.325
0.808673382,75,0,,4,2,15,35
0.808638811,60,0,,3,2,12,33
0.808333337,70,0,,4,4,98,82.5
0.80737859,70,0,,4,3,37,45
0.807329476,72,0,,4,3,71,59
0.806970894,61,0,,3,3,48,49.5
0.806961596,78,0,,4,2,8,29.6
0.806539536,78,0,,4,3,61,54.985
0.806252301,63,0,,3,3,24,40
0.806188822,76,0,,4,3,32,43.5
0.806138873,71,0,,4,4,90,70
0.805390656,77,0,,4,2,12,33
0.805357158,63,0,,3,3,53,51.5
0.805232406,78,0,,4,4,99,84
0.805103183,71,0,,4,4,89,69.5
0.804893315,74,0,,4,3,29,42
0.804727197,60,0,,3,3,43,47.5
0.804673672,65,0,,3,4,95,76
0.804563522,81,0,,4,3,57,53.21
0.804551363,74,0,,4,3,55,52
0.804526925,70,0,,4,3,65,56.585
0.804398954,63,0,,3,4,95,76.5
0.804380298,59,0,,3,3,61,54.5
0.804363489,69,0,,4,4,82,64.5
0.804286301,67,0,,3,4,87,67
0.804131448,76,0,,4,3,35,44.5
0.80403322,74,0,,4,4,99,84
0.80375129,78,0,,4,4,97,81.04
0.803571403,75,0,,4,4,93,74
0.803535759,62,0,,3,3,71,59
0.803477466,68,0,,3,3,67,57
0.803304493,71,0,,4,3,64,56
0.803274333,64,0,,3,4,98,83
0.803212345,74,0,,4,3,17,36.5
0.802913189,71,0,,4,3,37,45
0.802854359,61,0,,3,3,76,61
0.802721083,79,0,,4,3,29,42
0.802633464,66,0,,3,3,76,61
0.802380919,73,0,,4,4,93,73
0.802349985,58,0,,3,4,96,78
0.802141309,62,0,,3,3,67,57.25
0.801799476,70,0,,4,2,8,29
0.801729202,72,0,,4,3,56,52.66666667
0.801591337,82,0,,4,3,48,49.83
0.801557362,74,0,,4,3,31,43
0.801556408,75,0,,4,4,87,67
0.801536798,73,0,,4,3,39,46
0.801320434,76,0,,4,3,39,46
0.801287353,59,0,,3,4,82,64
0.801056683,69,0,,4,3,34,44
0.800949574,65,0,,3,3,39,46
0.80092448,72,0,,4,3,39,46
0.800769925,57,0,,3,3,59,54
0.800218225,69,0,,4,3,37,45
0.800129533,75,0,,4,3,66,56.89
0.80010128,75,0,,4,2,11,32.2
0.800044835,77,0,,4,3,80,63
0.800044358,71,0,,4,3,71,59
0.799838364,65,0,,3,3,59,54
0.799784124,75,0,,4,4,87,67
0.799777031,75,0,,4,3,61,54.75
0.799701869,78,0,,4,3,67,57
0.799471915,71,0,,4,3,49,50
0.799442232,78,0,,4,3,44,48
0.799177051,66,0,,3,4,83,65.42
0.798956335,65,0,,3,3,45,48.5
0.798313498,63,0,,3,2,12,33
0.7979424,76,0,,4,4,81,63.79
0.797751725,68,0,,3,2,6,27.7
0.797488213,63,0,,3,3,71,59
0.797429681,68,0,,3,3,52,51.375
0.797319651,65,0,,3,3,55,52
0.797262788,69,0,,4,3,43,47.5
0.796990275,67,0,,3,4,88,68
0.79697603,64,0,,3,3,29,42
0.796401143,69,0,,4,3,43,47.5
0.795788825,74,0,,4,3,57,53.28
0.795509815,66,0,,3,4,99,88
0.795463502,67,0,,3,4,97,79
0.795164943,77,0,,4,4,99,83.875
0.794985414,79,0,,4,3,80,63
0.794902742,59,0,,3,3,37,45.06
0.794780016,74,0,,4,4,99,83.95
0.794579268,69,0,,4,3,49,50
0.794526875,72,0,,4,3,27,41.415
0.794433236,72,0,,4,2,15,35.5
0.794138074,74,0,,4,3,52,51
0.794009745,62,0,,3,4,87,67.13
0.793983698,72,0,,4,3,37,45
0.793908298,76,0,,4,3,38,45.5
0.793524027,75,0,,4,3,77,61.95333333
0.793516636,81,0,,4,1,1,11
0.793453157,64,0,,3,4,87,67.15
0.793402016,54,0,,3,4,87,67
0.793400049,64,0,,3,3,76,61
0.793287873,64,0,,3,3,30,42.65
0.792964518,69,0,,4,2,6,27.8
0.792953193,68,0,,3,3,37,45
0.792869806,77,0,,4,4,90,70
0.792815983,74,0,,4,2,14,34.75
0.792573094,63,0,,3,3,72,59.57
0.791981339,58,0,,3,4,96,77.86
0.791693807,63,0,,3,3,73,60
0.791623414,58,0,,3,4,87,67
0.791548252,74,0,,4,2,10,31.5
0.791316509,68,0,,3,3,78,62.5
0.790780067,74,0,,4,3,35,44.7238806
0.790727615,66,0,,3,3,78,62
0.79032594,71,0,,4,3,58,53.5
0.790318668,69,0,,4,2,13,34
0.790226579,74,0,,4,3,29,42
0.79005301,59,0,,3,3,44,48
0.789972663,69,0,,4,4,87,67
0.789793313,62,0,,3,2,11,32
0.789690077,67,0,,3,3,18,37
0.789461732,73,0,,4,3,26,41
0.78918612,58,0,,3,1,3,22
0.789113104,67,0,,3,3,60,54.3
0.788878739,70,0,,4,3,37,45
0.788359821,68,0,,3,3,42,47.41
0.788354099,63,0,,3,3,70,58.5
0.788343847,67,0,,3,3,41,47
0.78823632,74,0,,4,4,83,65
0.788160861,68,0,,3,2,13,34
0.788086832,69,0,,4,2,11,32.775
0.787573516,65,0,,3,2,12,33.44776119
0.787418008,73,0,,4,3,57,53.42
0.786965966,74,0,,4,3,64,56
0.786892891,57,0,,3,4,97,80
0.786829591,64,0,,3,2,7,28.5
0.786501706,76,0,,4,3,29,42.355
0.786465049,76,0,,4,3,45,48.73
0.786210597,62,0,,3,3,58,53.9
0.786194324,61,0,,3,3,65,56.5
0.786122143,70,0,,4,3,40,46.5
0.78605926,73,0,,4,2,12,33.58
0.785940707,58,0,,3,4,95,77
0.785872281,64,0,,3,4,95,76
0.785714269,72,0,,4,3,22,39.125
0.785426497,70,0,,4,3,59,54
0.785323203,74,0,,4,3,16,36
0.785315037,70,0,,4,4,82,64.02
0.785261452,66,0,,3,3,67,57
0.785163581,64,0,,3,4,98,82
0.784999192,72,0,,4,3,69,58
0.784752429,63,0,,3,2,13,34.16
0.784415781,63,0,,3,3,62,55
0.784391522,77,0,,4,2,14,34.5
0.784359157,75,0,,4,3,77,61.75
0.784349084,71,0,,4,3,18,37
0.784258425,72,0,,4,3,22,39.5
0.784212887,72,0,,4,3,69,58.17
0.784160614,72,0,,4,4,82,64
0.783925891,69,0,,4,3,73,60
0.783871293,65,0,,3,3,55,52.35
0.783843517,60,0,,3,3,43,47.66666667
0.7837677,68,0,,3,3,34,44
0.783765137,77,0,,4,3,25,40.74
0.783731282,66,0,,3,4,85,66.5
0.783730924,63,0,,3,3,67,57
0.78368026,69,0,,4,3,59,54
0.783541322,61,0,,3,4,86,66.6744186
0.783126771,70,0,,4,1,2,21.1
0.783125699,66,0,,3,4,99,88
0.78306812,56,0,,3,4,92,72.5
0.78280282,69,0,,4,3,39,46
0.782704651,77,0,,4,4,98,82
0.782681644,63,0,,3,3,40,46.36567164
0.782679379,63,0,,3,4,85,66
0.78266722,64,0,,3,3,61,54.5
0.782638967,67,0,,3,4,85,66.16
0.782539666,75,0,,4,3,79,62.625
0.782398462,62,0,,3,3,25,40.7
0.78231293,63,0,,3,2,11,32.3
0.781904638,59,0,,3,3,50,50.61
0.781887412,67,0,,3,3,78,62.5
0.781852186,54,0,,3,3,62,55
0.781758189,67,0,,3,3,35,44.55
0.781720519,58,0,,3,4,94,74.87
0.781719208,69,0,,4,3,78,62
0.781671941,57,0,,3,3,16,35.905
0.781649232,74,0,,4,3,45,48.5
0.781396389,73,0,,4,3,29,42
0.781134725,76,0,,4,4,95,76
0.780732095,58,0,,3,4,85,66.5
0.780710816,61,0,,3,3,59,54
0.780656815,62,0,,3,3,45,48.5
0.780358016,71,0,,4,3,64,56
0.780239701,68,0,,3,2,15,35
0.780089438,72,0,,4,3,19,37.92
0.780080795,63,0,,3,4,85,66
0.779620945,67,0,,3,4,82,64
0.779607952,66,0,,3,3,22,39.06140351
0.779499412,75,0,,4,3,48,49.465
0.779462099,66,0,,3,3,56,52.67
0.779424608,58,0,,3,4,90,70
0.77937454,61,0,,3,3,55,52.35
0.779112458,62,0,,3,4,89,69
0.778937578,67,0,,3,3,35,44.25
0.77889818,63,0,,3,3,34,44
0.77881819,62,0,,3,3,55,52.5
0.778804481,70,0,,4,2,13,34
0.778801858,68,0,,3,3,40,46.5
0.778733969,68,0,,3,3,57,53
0.778599501,73,0,,4,3,53,51.5
0.778490007,76,0,,4,4,97,79
0.77848655,61,0,,3,4,93,73.5
0.778358877,74,0,,4,3,26,41
0.778197706,65,0,,3,4,85,66.5
0.778044939,64,0,,3,2,15,35
0.777919054,68,0,,3,3,78,62
0.777853251,69,0,,4,3,59,54
0.777603984,75,0,,4,3,72,59.04
0.777353227,59,0,,3,3,20,38
0.777294755,69,0,,4,3,31,43
0.777206242,78,0,,4,2,15,35
0.777141094,57,0,,3,3,67,57.32
0.777041495,70,0,,4,4,81,63.5
0.776992202,73,0,,4,3,65,56.505
0.776970029,70,0,,4,4,86,66.55
0.776820481,55,0,,3,4,99,84
0.776774049,66,0,,3,3,31,43.11
0.776735365,64,0,,3,4,81,63.5
0.776606023,71,0,,4,3,39,46
0.77634716,61,0,,3,3,57,53
0.776337385,75,0,,4,4,89,69.29
0.776182652,66,0,,3,3,19,37.5
0.776106656,68,0,,3,3,45,48.70149254
0.776105404,70,0,,4,3,32,43.415
0.775981069,72,0,,4,4,97,79
0.775937259,62,0,,3,1,1,17
0.775881708,66,0,,3,2,13,34
0.775670111,61,0,,3,3,38,45.94
0.775665045,58,0,,3,4,99,84.25
0.77548039,68,0,,3,2,15,35
0.775294363,65,0,,3,2,12,33.13
0.775250137,74,0,,4,3,57,53.23880597
0.775036097,54,0,,3,3,33,43.75
0.774999976,60,0,,3,3,74,60.5
0.774996877,64,0,,3,3,59,54
0.774805069,71,0,,4,4,96,77.415
0.774790168,71,0,,4,3,73,60
0.774547458,73,0,,4,2,10,31
0.77448827,71,0,,4,1,3,22
0.774408698,63,0,,3,3,76,61
0.774114549,61,0,,3,3,29,42.215
0.774079144,61,0,,3,3,35,44.75
0.773876488,68,0,,3,4,83,65.11
0.773750901,74,0,,4,3,34,44
0.773682892,58,0,,3,4,91,71
0.773438573,61,0,,3,4,90,70.14
0.773236573,65,0,,3,3,76,61.175
0.773028731,69,0,,4,3,76,61.315
0.7729761,60,0,,3,3,76,61
0.772908628,61,0,,3,3,44,48
0.772836268,61,0,,3,4,89,69.58
0.772804677,59,0,,3,3,62,55
0.772727251,67,0,,3,1,4,25
0.77264905,70,0,,4,4,99,85.45
0.772615135,55,0,,3,3,71,59
0.772542238,62,0,,3,3,77,61.935
0.772391498,75,0,,4,3,67,57
0.772164106,73,0,,4,3,60,54.495
0.772038102,64,0,,3,4,87,67.5
0.771998882,59,0,,3,3,72,59.085
0.771968842,78,0,,4,3,48,49.75
0.771892309,62,0,,3,3,76,61
0.771830499,61,0,,3,4,93,74.325
0.771696746,55,0,,3,3,63,55.5
0.771614313,57,0,,3,1,1,11.53
0.771553636,57,0,,3,3,40,46.5
0.771381617,59,0,,3,3,55,52
0.771222413,66,0,,3,3,34,44
0.770961642,54,0,,3,2,10,31
0.770906389,58,0,,3,4,81,63.5
0.770766079,65,0,,3,3,76,61.3
0.770658433,67,0,,3,3,64,56.12
0.770522058,70,0,,4,4,91,71.5
0.770356357,62,0,,3,3,34,44
0.770031035,68,0,,3,2,8,29
0.769781172,61,0,,3,2,8,29.83
0.769685745,60,0,,3,3,39,46
0.769672692,71,0,,4,3,50,50.5
0.769590616,63,0,,3,2,10,31.66
0.769236565,56,0,,3,3,16,36.325
0.769230783,69,0,,4,4,99,85.5
0.769119978,72,0,,4,4,82,64.5
0.769110262,64,0,,3,2,6,27.86
0.769049466,72,0,,4,3,55,52.54545455
0.769047618,64,0,,3,3,16,35.875
0.769000351,65,0,,3,2,10,31.5
0.768872559,74,0,,4,3,31,43
0.768585622,65,0,,3,3,22,39.08
0.768518507,68,0,,3,4,88,68
0.768447042,58,0,,3,3,55,52
0.7683236,59,0,,3,4,89,69
0.768158495,63,0,,3,4,84,65.535
0.767601848,59,0,,3,4,88,68.25
0.767482281,55,0,,3,4,97,79.5
0.767350554,66,0,,3,3,29,42.5
0.767086506,61,0,,3,4,89,69.5
0.767021179,55,0,,3,3,40,46.25
0.766789436,72,0,,4,3,57,53.25
0.766755879,57,0,,3,1,5,26.625
0.766392529,54,0,,3,3,66,56.875
0.766322792,59,0,,3,4,87,67.5
0.766284645,62,0,,3,3,41,46.975
0.766276896,66,0,,3,3,31,43.12
0.766233742,64,0,,3,2,6,27.5
0.766072571,71,0,,4,3,76,61
0.766022444,66,0,,3,3,26,41
0.766012907,59,0,,3,3,67,57.19
0.765980244,57,0,,3,3,37,45
0.765914798,65,0,,3,1,4,25.44
0.765901208,64,0,,3,2,13,34
0.765464544,56,0,,3,2,10,31
0.765450895,61,0,,3,4,88,68.5
0.765354633,61,0,,3,3,73,60
0.765248954,72,0,,4,3,67,57.33
0.765207708,69,0,,4,3,41,46.75757576
0.765155673,67,0,,3,2,8,29.5
0.76510793,55,0,,3,3,49,49.9
0.764944851,67,0,,3,3,26,41
0.764921427,56,0,,3,3,31,43
0.7648049,61,0,,3,4,96,78.5
0.764715612,70,0,,4,3,78,62.065
0.764580727,61,0,,3,3,59,54
0.764561057,57,0,,3,3,61,54.5
0.764412999,60,0,,3,2,7,28
0.764209807,59,0,,3,3,69,58.25
0.764014125,66,0,,3,4,96,78.25
0.763709605,52,0,,3,4,90,70.25
0.763448894,62,0,,3,4,87,67
0.76341027,54,0,,3,3,76,61
0.763304949,62,0,,3,3,57,53
0.763291657,63,0,,3,4,91,71.665
0.762973547,62,0,,3,3,49,49.915
0.76274085,59,0,,3,3,18,37.375
0.76259321,61,0,,3,2,7,28.4
0.762446404,64,0,,3,3,67,57
0.762340486,59,0,,3,3,78,62
0.76221627,63,0,,3,4,97,80.325
0.762185931,59,0,,3,1,1,18
0.762145758,52,0,,3,3,37,45.165
0.761942923,58,0,,3,3,37,45
0.761904776,65,0,,3,3,39,46
0.761749268,57,0,,3,3,39,46
0.761692286,70,0,,4,3,47,49.25
0.761479616,62,0,,3,3,63,55.39
0.761467576,68,0,,3,3,46,48.91
0.76116091,71,0,,4,3,47,49
0.761098623,55,0,,3,3,67,57
0.76096791,65,0,,3,3,48,49.5
0.760252118,56,0,,3,3,44,48
0.760021687,55,0,,3,3,35,44.5
0.759549141,55,0,,3,4,90,70
0.759526789,60,0,,3,3,44,48
0.759523809,62,0,,3,3,30,42.73
0.759451568,59,0,,3,3,38,45.94
0.759425879,59,0,,3,3,34,44
0.759322464,59,0,,3,3,20,38
0.7591874,62,0,,3,4,85,66
0.758950174,55,0,,3,3,16,36
0.758725166,72,0,,4,3,65,56.41
0.758571923,56,0,,3,3,76,61.5
0.758523703,54,0,,3,3,47,49
0.758112788,56,0,,3,3,78,62
0.758099735,49,0,,3,3,18,37
0.758083224,60,0,,3,3,72,59.075
0.758081079,55,0,,3,4,87,67
0.758003175,77,0,,4,3,32,43.56
0.75797379,61,0,,3,4,87,67
0.757711351,67,0,,3,3,47,49.30597015
0.757602334,50,0,,3,4,94,75.5
0.757405818,62,0,,3,3,67,57
0.757369637,75,0,,4,4,92,72.04
0.75730145,57,0,,3,3,73,60.06
0.757152319,68,0,,3,4,91,70.77
0.756779134,58,0,,3,2,6,27.335
0.756652117,58,0,,3,3,73,60
0.756516278,62,0,,3,4,96,78.4
0.756426096,66,0,,3,4,95,77
0.755828142,60,0,,3,2,7,28
0.755667508,55,0,,3,4,81,63.5
0.755666375,73,0,,4,4,91,71.10447761
0.755626976,55,0,,3,4,84,65.5
0.755424619,56,0,,3,4,96,77.98
0.755423069,58,0,,3,3,73,60
0.755312622,64,0,,3,2,13,34
0.755308211,58,0,,3,3,39,46.01
0.755153716,70,0,,4,3,57,53.285
0.754953623,63,0,,3,3,45,48.75
0.754864216,65,0,,3,3,18,37
0.754761934,53,0,,3,2,10,31.11
0.754634738,50,0,,3,3,59,54
0.754573703,67,0,,3,4,83,65
0.754297018,71,0,,4,3,37,45
0.754129589,67,0,,3,3,40,46.34
0.754127145,46,0,,3,3,35,44.74
0.754011691,60,0,,3,3,46,48.96
0.753884137,62,0,,3,3,26,41
0.753840864,55,0,,3,3,47,49.25
0.753780067,59,0,,3,3,61,54.75
0.75365901,62,0,,3,3,48,49.45
0.753555357,63,0,,3,2,9,30.245
0.753289521,55,0,,3,1,2,19
0.753248572,71,0,,4,3,29,42
0.752930641,60,0,,3,3,43,47.925
0.752929389,64,0,,3,2,7,28.5
0.752891541,67,0,,3,2,6,27.43
0.752748489,61,0,,3,4,94,75
0.752737045,60,0,,3,3,58,53.67
0.752693415,53,0,,3,4,92,72
0.752587795,61,0,,3,3,60,54.22
0.752486169,55,0,,3,3,80,63
0.752456367,60,0,,3,3,32,43.47
0.752421618,51,0,,3,3,56,52.625
0.752232075,52,0,,3,4,97,79
0.75220412,48,0,,3,3,63,55.5
0.752136171,57,0,,3,3,34,44
0.752106071,69,0,,4,4,96,78.5
0.752103627,64,0,,3,3,35,44.335
0.752037346,56,0,,3,4,83,65
0.751815796,56,0,,3,3,58,53.5
0.751790583,62,0,,3,3,80,63
0.751776993,64,0,,3,1,5,27
0.751486123,64,0,,3,4,94,75.55223881
0.7513237,59,0,,3,3,29,42.105
0.751258254,51,0,,3,4,93,74
0.751234829,54,0,,3,4,99,86.5
